idx,labels
62004,15
62005,19
62006,20
62007,8
62008,6
62009,9
62010,10
62011,6
62012,3
62013,1
62014,8
62015,13
62016,10
62017,14
62018,13
62019,9
62020,5
62021,20
62022,13
62023,16
62024,18
62025,20
62026,3
62027,8
62028,8
62029,7
62030,14
62031,1
62032,13
62033,13
62034,12
62035,8
62036,15
62037,4
62038,13
62039,3
62040,19
62041,2
62042,8
62043,16
62044,20
62045,6
62046,2
62047,3
62048,18
62049,8
62050,13
62051,18
62052,1
62053,7
62054,20
62055,9
62056,13
62057,3
62058,15
62059,20
62060,11
62061,15
62062,16
62063,11
62064,1
62065,6
62066,10
62067,16
62068,8
62069,8
62070,5
62071,13
62072,20
62073,19
62074,9
62075,3
62076,8
62077,11
62078,14
62079,6
62080,17
62081,14
62082,1
62083,13
62084,8
62085,14
62086,17
62087,2
62088,11
62089,6
62090,1
62091,18
62092,1
62093,14
62094,3
62095,13
62096,13
62097,13
62098,20
62099,9
62100,1
62101,14
62102,13
62103,1
62104,20
62105,2
62106,11
62107,15
62108,20
62109,2
62110,17
62111,14
62112,1
62113,8
62114,8
62115,3
62116,3
62117,13
62118,12
62119,5
62120,5
62121,8
62122,19
62123,8
62124,15
62125,5
62126,1
62127,8
62128,1
62129,13
62130,1
62131,14
62132,15
62133,17
62134,1
62135,11
62136,9
62137,6
62138,15
62139,11
62140,13
62141,4
62142,15
62143,17
62144,7
62145,1
62146,1
62147,4
62148,13
62149,11
62150,3
62151,4
62152,13
62153,20
62154,3
62155,6
62156,13
62157,10
62158,6
62159,8
62160,16
62161,13
62162,2
62163,8
62164,19
62165,9
62166,9
62167,13
62168,3
62169,6
62170,5
62171,5
62172,2
62173,6
62174,8
62175,15
62176,8
62177,11
62178,18
62179,20
62180,5
62181,13
62182,5
62183,8
62184,1
62185,5
62186,10
62187,5
62188,20
62189,8
62190,8
62191,1
62192,1
62193,4
62194,13
62195,13
62196,2
62197,4
62198,8
62199,8
62200,2
62201,2
62202,20
62203,5
62204,3
62205,13
62206,20
62207,10
62208,9
62209,4
62210,6
62211,6
62212,1
62213,11
62214,2
62215,2
62216,20
62217,16
62218,4
62219,5
62220,6
62221,14
62222,2
62223,8
62224,12
62225,1
62226,3
62227,6
62228,15
62229,16
62230,1
62231,3
62232,1
62233,11
62234,2
62235,13
62236,19
62237,20
62238,1
62239,8
62240,14
62241,1
62242,2
62243,13
62244,17
62245,2
62246,16
62247,13
62248,16
62249,6
62250,13
62251,6
62252,20
62253,3
62254,2
62255,10
62256,13
62257,6
62258,10
62259,5
62260,8
62261,13
62262,11
62263,8
62264,16
62265,5
62266,20
62267,20
62268,5
62269,3
62270,13
62271,9
62272,13
62273,1
62274,6
62275,3
62276,13
62277,6
62278,6
62279,16
62280,9
62281,1
62282,14
62283,6
62284,8
62285,1
62286,20
62287,5
62288,8
62289,19
62290,8
62291,20
62292,2
62293,13
62294,20
62295,8
62296,6
62297,17
62298,20
62299,1
62300,20
62301,16
62302,12
62303,8
62304,5
62305,9
62306,6
62307,1
62308,9
62309,8
62310,3
62311,11
62312,5
62313,19
62314,20
62315,11
62316,19
62317,20
62318,8
62319,13
62320,10
62321,6
62322,6
62323,1
62324,5
62325,3
62326,17
62327,9
62328,3
62329,13
62330,20
62331,19
62332,19
62333,5
62334,12
62335,19
62336,7
62337,6
62338,17
62339,20
62340,8
62341,13
62342,13
62343,3
62344,7
62345,20
62346,8
62347,14
62348,3
62349,13
62350,6
62351,11
62352,13
62353,8
62354,10
62355,8
62356,6
62357,20
62358,1
62359,7
62360,8
62361,8
62362,5
62363,8
62364,1
62365,6
62366,4
62367,13
62368,8
62369,20
62370,10
62371,1
62372,12
62373,11
62374,5
62375,20
62376,9
62377,9
62378,5
62379,17
62380,20
62381,1
62382,8
62383,9
62384,1
62385,3
62386,20
62387,8
62388,4
62389,13
62390,13
62391,1
62392,6
62393,13
62394,12
62395,19
62396,5
62397,1
62398,16
62399,12
62400,12
62401,1
62402,18
62403,1
62404,13
62405,3
62406,20
62407,14
62408,10
62409,19
62410,10
62411,14
62412,15
62413,4
62414,19
62415,10
62416,8
62417,1
62418,1
62419,14
62420,13
62421,20
62422,10
62423,8
62424,14
62425,1
62426,15
62427,9
62428,2
62429,13
62430,20
62431,1
62432,2
62433,20
62434,5
62435,2
62436,13
62437,13
62438,20
62439,5
62440,5
62441,3
62442,9
62443,9
62444,19
62445,8
62446,7
62447,13
62448,1
62449,8
62450,9
62451,13
62452,8
62453,1
62454,13
62455,9
62456,8
62457,20
62458,5
62459,9
62460,19
62461,20
62462,20
62463,13
62464,3
62465,6
62466,13
62467,20
62468,2
62469,1
62470,6
62471,9
62472,20
62473,12
62474,9
62475,1
62476,13
62477,6
62478,5
62479,13
62480,8
62481,4
62482,16
62483,20
62484,3
62485,8
62486,14
62487,19
62488,9
62489,15
62490,13
62491,13
62492,8
62493,8
62494,3
62495,20
62496,15
62497,1
62498,6
62499,13
62500,18
62501,9
62502,13
62503,19
62504,6
62505,13
62506,7
62507,1
62508,9
62509,9
62510,6
62511,1
62512,8
62513,9
62514,14
62515,6
62516,9
62517,13
62518,10
62519,11
62520,16
62521,12
62522,1
62523,14
62524,3
62525,10
62526,2
62527,19
62528,20
62529,18
62530,10
62531,3
62532,1
62533,10
62534,12
62535,6
62536,9
62537,11
62538,20
62539,8
62540,1
62541,8
62542,2
62543,6
62544,13
62545,13
62546,10
62547,16
62548,10
62549,18
62550,1
62551,8
62552,3
62553,7
62554,11
62555,15
62556,14
62557,1
62558,5
62559,7
62560,3
62561,7
62562,18
62563,6
62564,8
62565,1
62566,11
62567,10
62568,6
62569,20
62570,17
62571,1
62572,8
62573,10
62574,5
62575,1
62576,10
62577,3
62578,20
62579,1
62580,11
62581,20
62582,10
62583,2
62584,1
62585,1
62586,10
62587,10
62588,11
62589,8
62590,8
62591,13
62592,3
62593,5
62594,8
62595,1
62596,11
62597,1
62598,16
62599,2
62600,9
62601,20
62602,14
62603,9
62604,13
62605,5
62606,3
62607,13
62608,2
62609,8
62610,20
62611,13
62612,20
62613,9
62614,13
62615,1
62616,20
62617,15
62618,20
62619,11
62620,20
62621,9
62622,20
62623,8
62624,8
62625,1
62626,17
62627,20
62628,14
62629,9
62630,13
62631,21
62632,19
62633,13
62634,8
62635,4
62636,11
62637,16
62638,6
62639,13
62640,4
62641,11
62642,20
62643,11
62644,3
62645,19
62646,3
62647,20
62648,1
62649,8
62650,4
62651,3
62652,18
62653,11
62654,8
62655,2
62656,9
62657,9
62658,1
62659,1
62660,1
62661,13
62662,19
62663,8
62664,14
62665,9
62666,20
62667,6
62668,3
62669,20
62670,2
62671,10
62672,12
62673,8
62674,18
62675,2
62676,5
62677,7
62678,17
62679,14
62680,13
62681,8
62682,9
62683,1
62684,6
62685,12
62686,9
62687,1
62688,12
62689,13
62690,3
62691,13
62692,8
62693,13
62694,1
62695,8
62696,6
62697,6
62698,1
62699,8
62700,19
62701,6
62702,1
62703,5
62704,14
62705,5
62706,1
62707,17
62708,10
62709,8
62710,8
62711,1
62712,3
62713,11
62714,19
62715,20
62716,10
62717,18
62718,5
62719,20
62720,8
62721,20
62722,6
62723,8
62724,9
62725,20
62726,3
62727,8
62728,9
62729,18
62730,9
62731,13
62732,2
62733,1
62734,14
62735,3
62736,8
62737,8
62738,5
62739,9
62740,11
62741,6
62742,11
62743,19
62744,18
62745,14
62746,8
62747,14
62748,13
62749,1
62750,16
62751,17
62752,3
62753,13
62754,1
62755,5
62756,3
62757,17
62758,8
62759,1
62760,6
62761,5
62762,1
62763,3
62764,5
62765,20
62766,3
62767,6
62768,15
62769,8
62770,13
62771,9
62772,18
62773,9
62774,3
62775,2
62776,20
62777,1
62778,1
62779,20
62780,20
62781,8
62782,13
62783,11
62784,16
62785,6
62786,1
62787,17
62788,13
62789,6
62790,1
62791,2
62792,16
62793,13
62794,13
62795,10
62796,1
62797,18
62798,17
62799,13
62800,13
62801,16
62802,9
62803,7
62804,20
62805,8
62806,7
62807,1
62808,1
62809,6
62810,8
62811,17
62812,13
62813,8
62814,16
62815,6
62816,12
62817,5
62818,1
62819,8
62820,13
62821,1
62822,9
62823,6
62824,5
62825,6
62826,20
62827,13
62828,6
62829,6
62830,17
62831,1
62832,1
62833,14
62834,16
62835,5
62836,8
62837,9
62838,4
62839,5
62840,11
62841,18
62842,9
62843,1
62844,19
62845,8
62846,19
62847,13
62848,4
62849,8
62850,14
62851,20
62852,6
62853,19
62854,1
62855,4
62856,11
62857,12
62858,20
62859,18
62860,13
62861,3
62862,19
62863,4
62864,6
62865,6
62866,3
62867,20
62868,8
62869,8
62870,4
62871,9
62872,14
62873,19
62874,9
62875,13
62876,5
62877,1
62878,13
62879,14
62880,8
62881,8
62882,20
62883,1
62884,8
62885,11
62886,13
62887,2
62888,8
62889,15
62890,9
62891,9
62892,7
62893,1
62894,6
62895,5
62896,6
62897,19
62898,20
62899,13
62900,8
62901,20
62902,13
62903,12
62904,15
62905,20
62906,17
62907,2
62908,1
62909,8
62910,13
62911,17
62912,8
62913,13
62914,1
62915,7
62916,19
62917,8
62918,7
62919,11
62920,8
62921,1
62922,16
62923,9
62924,20
62925,1
62926,1
62927,13
62928,8
62929,8
62930,10
62931,9
62932,8
62933,16
62934,8
62935,13
62936,3
62937,8
62938,8
62939,10
62940,1
62941,2
62942,9
62943,20
62944,18
62945,13
62946,11
62947,8
62948,1
62949,15
62950,2
62951,20
62952,13
62953,11
62954,6
62955,8
62956,6
62957,11
62958,1
62959,20
62960,6
62961,8
62962,13
62963,20
62964,13
62965,5
62966,4
62967,6
62968,10
62969,8
62970,13
62971,6
62972,13
62973,6
62974,13
62975,6
62976,3
62977,8
62978,15
62979,4
62980,16
62981,4
62982,3
62983,1
62984,3
62985,20
62986,2
62987,14
62988,13
62989,1
62990,6
62991,10
62992,1
62993,20
62994,17
62995,15
62996,6
62997,6
62998,11
62999,18
63000,10
63001,3
63002,19
63003,2
63004,15
63005,13
63006,10
63007,3
63008,6
63009,3
63010,14
63011,8
63012,14
63013,8
63014,8
63015,14
63016,5
63017,18
63018,9
63019,6
63020,11
63021,13
63022,3
63023,13
63024,13
63025,9
63026,13
63027,5
63028,8
63029,1
63030,1
63031,20
63032,3
63033,16
63034,13
63035,16
63036,13
63037,10
63038,1
63039,2
63040,9
63041,8
63042,3
63043,3
63044,14
63045,18
63046,8
63047,20
63048,11
63049,9
63050,19
63051,1
63052,1
63053,1
63054,5
63055,6
63056,10
63057,14
63058,13
63059,6
63060,18
63061,1
63062,15
63063,13
63064,15
63065,2
63066,14
63067,10
63068,13
63069,1
63070,19
63071,13
63072,7
63073,1
63074,1
63075,1
63076,6
63077,4
63078,8
63079,5
63080,18
63081,8
63082,10
63083,20
63084,8
63085,16
63086,18
63087,13
63088,11
63089,8
63090,3
63091,6
63092,8
63093,6
63094,1
63095,15
63096,16
63097,15
63098,13
63099,5
63100,2
63101,1
63102,3
63103,6
63104,13
63105,12
63106,1
63107,10
63108,15
63109,13
63110,9
63111,13
63112,5
63113,3
63114,10
63115,3
63116,13
63117,11
63118,11
63119,18
63120,20
63121,11
63122,11
63123,5
63124,19
63125,1
63126,13
63127,15
63128,20
63129,9
63130,11
63131,4
63132,2
63133,9
63134,2
63135,15
63136,16
63137,13
63138,20
63139,3
63140,11
63141,16
63142,16
63143,19
63144,5
63145,17
63146,20
63147,10
63148,13
63149,14
63150,8
63151,10
63152,8
63153,2
63154,13
63155,1
63156,13
63157,6
63158,8
63159,8
63160,13
63161,1
63162,13
63163,5
63164,13
63165,19
63166,9
63167,8
63168,8
63169,7
63170,18
63171,10
63172,13
63173,11
63174,18
63175,20
63176,9
63177,2
63178,20
63179,2
63180,2
63181,8
63182,3
63183,8
63184,11
63185,1
63186,5
63187,9
63188,6
63189,20
63190,19
63191,11
63192,9
63193,5
63194,5
63195,2
63196,8
63197,5
63198,8
63199,5
63200,13
63201,13
63202,1
63203,5
63204,13
63205,12
63206,18
63207,3
63208,18
63209,10
63210,13
63211,6
63212,1
63213,1
63214,5
63215,13
63216,12
63217,1
63218,8
63219,12
63220,17
63221,2
63222,9
63223,8
63224,1
63225,6
63226,1
63227,13
63228,13
63229,2
63230,8
63231,9
63232,13
63233,13
63234,5
63235,14
63236,8
63237,1
63238,13
63239,8
63240,8
63241,8
63242,8
63243,19
63244,3
63245,11
63246,5
63247,10
63248,6
63249,10
63250,8
63251,5
63252,15
63253,3
63254,20
63255,9
63256,5
63257,20
63258,15
63259,8
63260,20
63261,20
63262,10
63263,6
63264,17
63265,5
63266,13
63267,19
63268,9
63269,5
63270,1
63271,19
63272,13
63273,8
63274,6
63275,19
63276,10
63277,15
63278,13
63279,8
63280,8
63281,1
63282,3
63283,15
63284,6
63285,14
63286,14
63287,1
63288,8
63289,9
63290,8
63291,9
63292,16
63293,2
63294,1
63295,1
63296,15
63297,6
63298,2
63299,15
63300,6
63301,9
63302,11
63303,9
63304,9
63305,4
63306,5
63307,17
63308,2
63309,6
63310,3
63311,1
63312,9
63313,9
63314,4
63315,1
63316,20
63317,3
63318,4
63319,13
63320,13
63321,20
63322,15
63323,11
63324,8
63325,3
63326,9
63327,9
63328,5
63329,20
63330,10
63331,5
63332,8
63333,2
63334,11
63335,8
63336,20
63337,6
63338,6
63339,12
63340,11
63341,2
63342,1
63343,1
63344,10
63345,21
63346,8
63347,11
63348,10
63349,1
63350,9
63351,11
63352,9
63353,10
63354,18
63355,3
63356,13
63357,14
63358,6
63359,16
63360,6
63361,13
63362,13
63363,20
63364,1
63365,10
63366,5
63367,11
63368,13
63369,2
63370,2
63371,10
63372,1
63373,11
63374,8
63375,9
63376,13
63377,15
63378,17
63379,1
63380,12
63381,1
63382,10
63383,14
63384,6
63385,2
63386,2
63387,20
63388,17
63389,17
63390,15
63391,11
63392,12
63393,2
63394,10
63395,20
63396,9
63397,3
63398,18
63399,12
63400,10
63401,6
63402,14
63403,9
63404,13
63405,1
63406,13
63407,16
63408,20
63409,15
63410,20
63411,6
63412,3
63413,20
63414,20
63415,16
63416,15
63417,9
63418,8
63419,20
63420,5
63421,8
63422,1
63423,14
63424,18
63425,10
63426,5
63427,13
63428,5
63429,15
63430,6
63431,13
63432,13
63433,19
63434,13
63435,20
63436,13
63437,4
63438,6
63439,8
63440,11
63441,13
63442,8
63443,1
63444,15
63445,1
63446,11
63447,7
63448,13
63449,8
63450,13
63451,8
63452,13
63453,9
63454,4
63455,2
63456,9
63457,15
63458,6
63459,8
63460,9
63461,20
63462,20
63463,6
63464,9
63465,8
63466,8
63467,6
63468,8
63469,9
63470,11
63471,14
63472,21
63473,13
63474,17
63475,9
63476,5
63477,5
63478,4
63479,18
63480,3
63481,8
63482,5
63483,3
63484,20
63485,3
63486,1
63487,8
63488,3
63489,11
63490,9
63491,13
63492,20
63493,4
63494,8
63495,13
63496,14
63497,2
63498,1
63499,9
63500,5
63501,9
63502,11
63503,18
63504,3
63505,3
63506,18
63507,2
63508,11
63509,2
63510,10
63511,9
63512,13
63513,8
63514,1
63515,5
63516,1
63517,14
63518,3
63519,6
63520,5
63521,9
63522,6
63523,9
63524,17
63525,8
63526,20
63527,19
63528,6
63529,18
63530,1
63531,8
63532,9
63533,8
63534,14
63535,1
63536,18
63537,8
63538,3
63539,20
63540,13
63541,1
63542,3
63543,8
63544,9
63545,10
63546,1
63547,11
63548,10
63549,3
63550,19
63551,7
63552,5
63553,5
63554,7
63555,6
63556,9
63557,1
63558,12
63559,2
63560,5
63561,19
63562,5
63563,6
63564,13
63565,8
63566,4
63567,12
63568,20
63569,1
63570,8
63571,15
63572,8
63573,8
63574,1
63575,12
63576,10
63577,2
63578,8
63579,3
63580,12
63581,21
63582,20
63583,9
63584,20
63585,16
63586,17
63587,20
63588,5
63589,11
63590,9
63591,3
63592,9
63593,20
63594,8
63595,20
63596,8
63597,5
63598,1
63599,14
63600,5
63601,13
63602,20
63603,14
63604,7
63605,7
63606,6
63607,5
63608,8
63609,1
63610,1
63611,17
63612,6
63613,8
63614,17
63615,11
63616,5
63617,9
63618,11
63619,1
63620,5
63621,20
63622,16
63623,18
63624,1
63625,8
63626,6
63627,8
63628,14
63629,5
63630,2
63631,6
63632,8
63633,15
63634,5
63635,20
63636,5
63637,20
63638,13
63639,9
63640,3
63641,20
63642,20
63643,3
63644,10
63645,8
63646,6
63647,9
63648,13
63649,3
63650,1
63651,8
63652,18
63653,7
63654,8
63655,7
63656,7
63657,9
63658,2
63659,4
63660,15
63661,7
63662,13
63663,6
63664,11
63665,9
63666,15
63667,18
63668,20
63669,20
63670,11
63671,3
63672,18
63673,8
63674,8
63675,2
63676,8
63677,13
63678,8
63679,13
63680,14
63681,1
63682,18
63683,11
63684,1
63685,15
63686,6
63687,2
63688,7
63689,14
63690,6
63691,17
63692,13
63693,14
63694,8
63695,5
63696,14
63697,8
63698,10
63699,13
63700,8
63701,5
63702,7
63703,8
63704,7
63705,10
63706,13
63707,15
63708,8
63709,6
63710,7
63711,1
63712,20
63713,13
63714,1
63715,5
63716,1
63717,1
63718,13
63719,8
63720,8
63721,3
63722,13
63723,8
63724,13
63725,9
63726,1
63727,2
63728,6
63729,5
63730,2
63731,12
63732,13
63733,9
63734,18
63735,18
63736,16
63737,20
63738,2
63739,19
63740,9
63741,18
63742,11
63743,18
63744,9
63745,1
63746,14
63747,3
63748,20
63749,6
63750,9
63751,1
63752,13
63753,5
63754,8
63755,6
63756,20
63757,5
63758,3
63759,2
63760,7
63761,20
63762,13
63763,8
63764,9
63765,18
63766,1
63767,6
63768,17
63769,17
63770,2
63771,14
63772,14
63773,7
63774,6
63775,6
63776,6
63777,13
63778,15
63779,8
63780,10
63781,9
63782,3
63783,13
63784,13
63785,1
63786,19
63787,10
63788,11
63789,1
63790,20
63791,5
63792,9
63793,8
63794,14
63795,8
63796,11
63797,6
63798,1
63799,1
63800,12
63801,9
63802,2
63803,13
63804,12
63805,6
63806,5
63807,5
63808,5
63809,8
63810,11
63811,6
63812,10
63813,8
63814,16
63815,8
63816,2
63817,8
63818,1
63819,1
63820,5
63821,8
63822,9
63823,20
63824,19
63825,1
63826,6
63827,14
63828,15
63829,8
63830,8
63831,5
63832,20
63833,1
63834,19
63835,7
63836,2
63837,12
63838,10
63839,1
63840,5
63841,3
63842,20
63843,2
63844,5
63845,13
63846,1
63847,10
63848,13
63849,5
63850,8
63851,20
63852,3
63853,11
63854,13
63855,16
63856,8
63857,5
63858,3
63859,13
63860,16
63861,12
63862,6
63863,20
63864,4
63865,20
63866,10
63867,6
63868,15
63869,8
63870,4
63871,13
63872,11
63873,8
63874,1
63875,13
63876,8
63877,13
63878,15
63879,8
63880,13
63881,8
63882,15
63883,4
63884,1
63885,1
63886,9
63887,10
63888,3
63889,20
63890,7
63891,15
63892,19
63893,1
63894,13
63895,14
63896,4
63897,18
63898,1
63899,6
63900,6
63901,6
63902,14
63903,10
63904,4
63905,5
63906,5
63907,4
63908,3
63909,17
63910,16
63911,13
63912,9
63913,20
63914,20
63915,5
63916,8
63917,14
63918,1
63919,8
63920,6
63921,5
63922,8
63923,10
63924,2
63925,3
63926,9
63927,7
63928,8
63929,3
63930,11
63931,1
63932,3
63933,1
63934,9
63935,8
63936,13
63937,13
63938,4
63939,5
63940,1
63941,9
63942,8
63943,8
63944,9
63945,5
63946,13
63947,10
63948,13
63949,13
63950,8
63951,3
63952,2
63953,9
63954,9
63955,20
63956,9
63957,15
63958,9
63959,8
63960,11
63961,13
63962,5
63963,13
63964,9
63965,17
63966,13
63967,2
63968,13
63969,1
63970,3
63971,14
63972,13
63973,20
63974,10
63975,1
63976,2
63977,13
63978,9
63979,9
63980,1
63981,15
63982,18
63983,15
63984,20
63985,16
63986,2
63987,10
63988,8
63989,1
63990,13
63991,4
63992,13
63993,3
63994,13
63995,3
63996,9
63997,6
63998,15
63999,6
64000,12
64001,8
64002,4
64003,6
64004,1
64005,9
64006,5
64007,8
64008,13
64009,8
64010,5
64011,5
64012,11
64013,5
64014,14
64015,8
64016,18
64017,20
64018,15
64019,1
64020,1
64021,18
64022,8
64023,8
64024,6
64025,18
64026,20
64027,20
64028,19
64029,8
64030,16
64031,15
64032,1
64033,13
64034,8
64035,5
64036,8
64037,11
64038,8
64039,16
64040,2
64041,13
64042,16
64043,8
64044,20
64045,5
64046,20
64047,10
64048,20
64049,13
64050,6
64051,8
64052,13
64053,5
64054,18
64055,10
64056,5
64057,17
64058,4
64059,2
64060,6
64061,2
64062,1
64063,2
64064,18
64065,11
64066,6
64067,6
64068,13
64069,12
64070,17
64071,3
64072,1
64073,13
64074,8
64075,8
64076,8
64077,11
64078,15
64079,8
64080,13
64081,1
64082,13
64083,5
64084,9
64085,20
64086,20
64087,20
64088,9
64089,12
64090,5
64091,19
64092,12
64093,9
64094,10
64095,10
64096,20
64097,7
64098,13
64099,1
64100,13
64101,10
64102,17
64103,8
64104,19
64105,1
64106,13
64107,9
64108,2
64109,2
64110,20
64111,6
64112,1
64113,17
64114,18
64115,5
64116,13
64117,4
64118,5
64119,8
64120,15
64121,11
64122,17
64123,13
64124,8
64125,11
64126,16
64127,13
64128,1
64129,2
64130,2
64131,1
64132,5
64133,20
64134,9
64135,3
64136,6
64137,18
64138,5
64139,17
64140,13
64141,13
64142,13
64143,8
64144,3
64145,5
64146,8
64147,13
64148,3
64149,1
64150,9
64151,9
64152,5
64153,14
64154,8
64155,4
64156,20
64157,9
64158,13
64159,13
64160,3
64161,8
64162,1
64163,10
64164,8
64165,18
64166,5
64167,5
64168,1
64169,5
64170,6
64171,11
64172,1
64173,20
64174,8
64175,2
64176,12
64177,2
64178,13
64179,13
64180,2
64181,6
64182,20
64183,13
64184,6
64185,19
64186,8
64187,6
64188,13
64189,16
64190,2
64191,5
64192,3
64193,13
64194,3
64195,6
64196,10
64197,6
64198,11
64199,8
64200,8
64201,14
64202,14
64203,14
64204,20
64205,3
64206,8
64207,6
64208,5
64209,5
64210,13
64211,17
64212,5
64213,14
64214,3
64215,4
64216,2
64217,18
64218,15
64219,13
64220,15
64221,2
64222,11
64223,14
64224,13
64225,6
64226,19
64227,2
64228,8
64229,12
64230,1
64231,20
64232,12
64233,8
64234,9
64235,6
64236,1
64237,20
64238,9
64239,1
64240,13
64241,11
64242,1
64243,4
64244,13
64245,4
64246,13
64247,2
64248,11
64249,6
64250,1
64251,17
64252,5
64253,13
64254,6
64255,1
64256,16
64257,15
64258,19
64259,5
64260,14
64261,20
64262,2
64263,4
64264,3
64265,3
64266,8
64267,14
64268,6
64269,16
64270,1
64271,10
64272,3
64273,15
64274,13
64275,2
64276,11
64277,8
64278,1
64279,1
64280,3
64281,8
64282,14
64283,5
64284,6
64285,8
64286,6
64287,2
64288,8
64289,14
64290,1
64291,20
64292,1
64293,17
64294,8
64295,6
64296,15
64297,10
64298,20
64299,8
64300,9
64301,8
64302,4
64303,5
64304,3
64305,6
64306,8
64307,6
64308,4
64309,13
64310,20
64311,6
64312,9
64313,11
64314,9
64315,13
64316,1
64317,5
64318,6
64319,18
64320,8
64321,3
64322,5
64323,9
64324,9
64325,10
64326,15
64327,12
64328,13
64329,14
64330,5
64331,1
64332,6
64333,9
64334,8
64335,20
64336,7
64337,6
64338,6
64339,9
64340,3
64341,20
64342,20
64343,20
64344,2
64345,8
64346,1
64347,8
64348,15
64349,18
64350,3
64351,12
64352,5
64353,1
64354,4
64355,20
64356,14
64357,5
64358,8
64359,13
64360,6
64361,12
64362,5
64363,2
64364,11
64365,13
64366,16
64367,1
64368,8
64369,9
64370,3
64371,7
64372,6
64373,20
64374,10
64375,2
64376,13
64377,13
64378,5
64379,1
64380,3
64381,5
64382,15
64383,9
64384,3
64385,11
64386,19
64387,10
64388,10
64389,1
64390,7
64391,20
64392,2
64393,1
64394,16
64395,20
64396,9
64397,13
64398,8
64399,9
64400,5
64401,5
64402,7
64403,20
64404,13
64405,13
64406,10
64407,13
64408,3
64409,8
64410,8
64411,6
64412,5
64413,5
64414,20
64415,20
64416,9
64417,3
64418,7
64419,5
64420,13
64421,15
64422,12
64423,9
64424,19
64425,2
64426,16
64427,3
64428,18
64429,19
64430,20
64431,8
64432,8
64433,3
64434,6
64435,7
64436,6
64437,1
64438,1
64439,5
64440,20
64441,20
64442,5
64443,8
64444,3
64445,2
64446,20
64447,17
64448,1
64449,10
64450,8
64451,5
64452,11
64453,16
64454,8
64455,8
64456,13
64457,9
64458,16
64459,13
64460,6
64461,5
64462,1
64463,17
64464,20
64465,12
64466,13
64467,11
64468,1
64469,5
64470,18
64471,1
64472,8
64473,16
64474,18
64475,1
64476,13
64477,6
64478,9
64479,9
64480,13
64481,5
64482,7
64483,9
64484,3
64485,11
64486,8
64487,15
64488,16
64489,6
64490,8
64491,1
64492,8
64493,5
64494,8
64495,8
64496,8
64497,5
64498,10
64499,6
64500,1
64501,20
64502,20
64503,9
64504,3
64505,15
64506,20
64507,13
64508,13
64509,17
64510,15
64511,8
64512,9
64513,11
64514,13
64515,3
64516,6
64517,20
64518,20
64519,17
64520,16
64521,16
64522,2
64523,13
64524,8
64525,1
64526,2
64527,19
64528,16
64529,13
64530,13
64531,9
64532,17
64533,20
64534,10
64535,13
64536,5
64537,2
64538,13
64539,2
64540,16
64541,1
64542,2
64543,6
64544,8
64545,18
64546,8
64547,13
64548,8
64549,13
64550,20
64551,5
64552,9
64553,18
64554,9
64555,8
64556,15
64557,1
64558,10
64559,20
64560,2
64561,1
64562,13
64563,8
64564,11
64565,20
64566,12
64567,13
64568,6
64569,9
64570,11
64571,20
64572,4
64573,9
64574,10
64575,14
64576,13
64577,13
64578,9
64579,18
64580,17
64581,20
64582,20
64583,7
64584,5
64585,4
64586,12
64587,18
64588,18
64589,6
64590,14
64591,18
64592,3
64593,1
64594,18
64595,13
64596,1
64597,20
64598,11
64599,10
64600,7
64601,5
64602,4
64603,8
64604,6
64605,14
64606,9
64607,1
64608,12
64609,20
64610,4
64611,13
64612,4
64613,9
64614,9
64615,3
64616,8
64617,18
64618,20
64619,12
64620,3
64621,8
64622,18
64623,10
64624,6
64625,11
64626,5
64627,8
64628,15
64629,2
64630,13
64631,20
64632,2
64633,13
64634,14
64635,1
64636,8
64637,13
64638,20
64639,8
64640,6
64641,13
64642,17
64643,20
64644,8
64645,6
64646,14
64647,16
64648,6
64649,8
64650,8
64651,18
64652,6
64653,5
64654,4
64655,6
64656,17
64657,13
64658,1
64659,2
64660,9
64661,6
64662,13
64663,13
64664,9
64665,8
64666,13
64667,20
64668,1
64669,19
64670,14
64671,1
64672,10
64673,7
64674,6
64675,8
64676,6
64677,13
64678,4
64679,1
64680,1
64681,3
64682,11
64683,16
64684,8
64685,20
64686,18
64687,16
64688,8
64689,2
64690,5
64691,9
64692,6
64693,1
64694,16
64695,6
64696,12
64697,1
64698,20
64699,9
64700,5
64701,8
64702,8
64703,15
64704,5
64705,20
64706,1
64707,1
64708,1
64709,14
64710,16
64711,8
64712,8
64713,10
64714,9
64715,6
64716,13
64717,8
64718,9
64719,19
64720,14
64721,13
64722,19
64723,20
64724,9
64725,5
64726,1
64727,6
64728,12
64729,5
64730,14
64731,15
64732,1
64733,4
64734,2
64735,7
64736,2
64737,3
64738,8
64739,13
64740,1
64741,1
64742,14
64743,12
64744,3
64745,8
64746,2
64747,9
64748,20
64749,9
64750,17
64751,8
64752,11
64753,12
64754,3
64755,11
64756,5
64757,1
64758,6
64759,11
64760,13
64761,13
64762,3
64763,20
64764,18
64765,1
64766,14
64767,13
64768,4
64769,6
64770,20
64771,20
64772,1
64773,13
64774,17
64775,14
64776,13
64777,17
64778,13
64779,3
64780,1
64781,5
64782,13
64783,13
64784,6
64785,10
64786,8
64787,19
64788,15
64789,19
64790,1
64791,9
64792,4
64793,20
64794,5
64795,1
64796,1
64797,3
64798,11
64799,20
64800,19
64801,9
